type,amount,oldbalanceOrg,newbalanceOrig,target
OTHER,72.62,9297.85,7127.77,0
TRANSFER,4496.28,7650.09,4444.47,0
OTHER,2010.62,2624.48,99.32,0
TRANSFER,1225.02,848.19,9589.57,0
PAYMENT,1612.89,1632.07,6647.31,0
CASH_OUT,4786.56,92.48,5916.02,0
CASH_IN,1097.19,5548.68,6033.79,0
CASH_IN,402.5,7962.27,2282.0,0
PAYMENT,3271.95,8781.7,9534.66,0
PAYMENT,1673.58,8855.95,3990.4,0
OTHER,4942.18,6066.91,9254.02,0
OTHER,891.38,2748.62,608.6,0
CASH_IN,2213.93,5527.15,6540.86,0
OTHER,2172.74,8615.97,427.86,0
OTHER,4709.77,379.25,4846.47,0
PAYMENT,3908.11,6558.52,5452.24,0
PAYMENT,4841.63,3813.17,9589.0,1
CASH_OUT,3400.04,2727.04,7019.64,0
OTHER,4076.13,6742.74,2365.03,0
PAYMENT,2765.88,4876.19,6582.99,0
CASH_IN,2584.57,3048.42,5063.47,0
CASH_IN,2885.33,7628.92,8464.12,0
PAYMENT,4727.99,1948.12,989.06,1
CASH_OUT,4895.04,4857.81,1960.83,0
OTHER,2220.81,7287.0,1540.56,1
PAYMENT,807.55,3938.41,4021.74,0
OTHER,4587.75,7099.82,1750.32,0
CASH_IN,636.82,1782.71,5939.92,1
TRANSFER,1714.4,3528.38,7133.91,0
TRANSFER,197.88,3047.93,1099.88,0
CASH_OUT,560.89,2670.08,8823.33,1
TRANSFER,2840.2,6026.24,7194.86,0
PAYMENT,2557.28,7450.57,1574.62,0
TRANSFER,716.76,570.27,2332.05,0
CASH_OUT,383.73,3416.39,3714.33,1
PAYMENT,4737.75,7182.7,8916.57,0
CASH_OUT,3132.47,9307.5,5474.97,0
CASH_IN,4619.61,3607.15,9793.76,0
PAYMENT,3285.73,1344.21,3086.13,0
PAYMENT,3168.11,4600.56,4022.52,1
PAYMENT,3906.41,1230.77,5921.97,0
PAYMENT,2458.51,8745.56,5439.59,0
OTHER,2530.32,9109.7,9796.87,0
TRANSFER,3477.73,6650.75,3750.55,0
CASH_OUT,4255.89,8309.68,4318.17,0
PAYMENT,3320.01,3743.85,8644.46,0
PAYMENT,2498.32,724.79,8467.9,0
OTHER,3946.05,871.05,7787.54,0
CASH_OUT,602.64,3613.82,7775.24,0
TRANSFER,3911.64,1178.58,5214.41,0
OTHER,2223.81,7660.39,4061.6,0
TRANSFER,2402.59,8332.09,7178.8,0
CASH_OUT,4170.28,5518.72,3017.35,0
TRANSFER,2216.05,166.51,795.46,1
TRANSFER,31.56,3317.6,759.27,0
OTHER,2448.19,2057.96,5825.81,0
TRANSFER,3872.12,3726.98,9370.55,0
OTHER,178.39,9827.28,2639.18,0
TRANSFER,4239.33,6237.59,6301.78,0
CASH_IN,3587.11,1546.79,1773.5,0
PAYMENT,1502.46,1249.44,627.82,1
PAYMENT,1966.65,1198.16,8551.1,1
CASH_OUT,3376.06,4358.38,5801.11,0
CASH_IN,1924.86,7726.13,7987.78,0
TRANSFER,2634.95,4188.28,3277.94,0
OTHER,1146.23,5955.27,8770.85,0
PAYMENT,632.96,994.64,3045.09,0
PAYMENT,1351.4,4808.74,5131.28,0
TRANSFER,857.93,2632.62,5899.32,0
CASH_OUT,2046.6,9667.83,3390.99,0
OTHER,1709.64,7168.48,5163.29,0
CASH_OUT,1606.86,633.99,7763.78,0
TRANSFER,1284.42,5692.57,7561.93,0
OTHER,4362.74,9197.43,1406.29,0
TRANSFER,91.91,1294.87,6994.71,0
TRANSFER,2386.47,2178.23,9332.27,0
PAYMENT,1503.44,3994.95,8925.71,0
OTHER,4939.81,2962.56,452.8,1
OTHER,1247.68,3992.44,5655.57,0
OTHER,1823.4,8082.68,8158.6,0
TRANSFER,48.5,4265.49,5857.72,0
PAYMENT,408.95,9081.86,1282.82,0
OTHER,3551.68,5703.8,860.12,1
CASH_IN,3721.22,4136.8,8006.04,1
CASH_IN,2200.39,7962.91,8399.91,0
CASH_OUT,3202.08,5050.88,7321.64,0
TRANSFER,3512.55,9026.28,1574.02,0
PAYMENT,3699.57,6998.61,2022.0,0
TRANSFER,2014.44,5307.51,9963.52,0
OTHER,4925.64,8987.0,7190.52,0
PAYMENT,4704.72,1040.57,6868.54,0
CASH_OUT,4918.27,3835.08,1814.91,0
OTHER,215.25,6950.13,4475.9,0
PAYMENT,335.19,4388.41,8725.68,0
CASH_OUT,4115.83,5320.52,6197.55,1
CASH_IN,2699.43,4677.31,2694.34,0
CASH_OUT,208.58,6571.42,5728.01,0
CASH_OUT,4842.79,6828.41,7717.82,0
TRANSFER,3130.35,7003.22,3286.49,1
PAYMENT,4677.5,6025.2,3277.84,0
TRANSFER,2879.83,3760.19,1197.92,0
CASH_OUT,1478.12,8747.09,9622.66,0
OTHER,380.7,525.48,3165.1,0
TRANSFER,2891.26,6216.24,7918.63,0
CASH_OUT,2063.01,5939.96,9969.54,1
TRANSFER,314.23,9518.37,252.02,1
PAYMENT,1525.2,4592.69,874.5,0
PAYMENT,3160.45,7485.56,4544.78,0
CASH_OUT,4935.2,8905.95,6801.39,0
OTHER,1410.46,1198.49,1922.23,0
PAYMENT,4835.61,1421.78,9588.76,1
OTHER,3071.82,6059.0,1626.68,0
CASH_IN,4230.71,187.78,8071.42,0
TRANSFER,285.84,5721.55,1874.93,1
CASH_IN,3187.65,1242.41,8167.63,0
TRANSFER,4991.78,2224.49,9810.06,1
OTHER,1592.84,8416.37,8689.28,0
PAYMENT,3958.28,9008.22,3468.51,0
CASH_OUT,3354.48,4124.67,8977.5,0
OTHER,4583.36,5639.57,8314.74,0
PAYMENT,4585.61,4540.64,3273.16,0
TRANSFER,4674.64,4804.24,5144.02,0
CASH_OUT,3800.48,6465.69,5618.48,0
TRANSFER,1967.19,1921.59,8917.27,0
PAYMENT,4170.11,5353.67,4979.07,0
CASH_IN,2500.33,8726.46,1318.16,0
TRANSFER,197.19,9811.02,1797.94,0
CASH_OUT,177.09,5832.53,659.84,0
PAYMENT,4950.55,2750.54,7717.04,0
OTHER,2221.07,8552.64,221.71,0
CASH_IN,1908.43,1888.23,5006.39,0
CASH_IN,1272.13,7948.42,919.13,0
CASH_OUT,3948.5,2551.22,85.63,1
CASH_OUT,1685.34,8401.27,3555.76,0
CASH_OUT,2510.2,4090.13,6043.37,0
PAYMENT,396.93,9683.35,5932.91,0
CASH_IN,1799.76,1644.76,8282.69,1
OTHER,2427.34,1252.17,9703.05,0
PAYMENT,1010.93,7961.03,2406.05,0
CASH_IN,718.6,2541.88,7894.25,0
CASH_OUT,1765.63,7944.43,1964.19,0
CASH_OUT,4312.16,7758.48,1159.67,0
CASH_OUT,2825.44,5991.97,3834.25,0
TRANSFER,1890.86,4452.54,79.05,0
PAYMENT,4339.32,8114.79,437.26,0
CASH_IN,903.07,7740.36,301.78,0
CASH_OUT,2856.64,8241.0,6438.64,0
PAYMENT,927.5,1143.17,5834.23,0
CASH_IN,1581.43,5066.0,4851.44,0
PAYMENT,4720.15,9501.18,1525.26,0
OTHER,1165.33,7989.57,9668.26,0
OTHER,1356.89,92.26,979.61,0
PAYMENT,3112.39,4223.4,4612.59,0
CASH_OUT,4556.27,8722.57,3955.84,0
OTHER,4052.91,2235.15,7300.81,0
CASH_IN,1139.77,9362.62,8059.54,0
CASH_IN,3251.94,5335.52,4556.85,0
CASH_OUT,2831.43,1885.89,7578.02,1
CASH_OUT,314.31,4552.32,1319.36,0
CASH_IN,3267.25,2916.86,9308.57,0
PAYMENT,4133.94,5856.55,1306.6,0
CASH_OUT,463.85,9354.36,11.59,0
OTHER,2070.13,6695.12,3183.14,0
TRANSFER,1186.61,7179.77,7416.21,0
TRANSFER,2359.48,3908.61,8916.11,0
TRANSFER,3730.28,519.52,2656.48,0
TRANSFER,2188.58,6352.04,7647.59,0
CASH_IN,1638.12,8214.29,1339.94,0
TRANSFER,1336.22,4090.97,9878.58,0
PAYMENT,3108.0,178.04,1346.51,0
OTHER,2247.31,1382.16,279.33,0
TRANSFER,1259.39,4791.46,3860.13,0
OTHER,1645.26,1400.22,790.48,0
TRANSFER,2660.12,8918.9,4036.13,0
PAYMENT,4889.92,7202.62,8753.36,0
PAYMENT,146.72,9141.33,6376.19,0
OTHER,482.19,3115.66,2641.53,0
OTHER,324.35,4091.84,9633.01,0
CASH_OUT,4374.03,7016.49,4571.99,0
TRANSFER,3819.66,4021.15,170.01,0
CASH_OUT,1448.67,6428.96,7665.77,0
OTHER,1612.06,6085.8,6229.58,1
CASH_IN,636.84,6042.78,3145.11,0
CASH_OUT,1571.48,3708.42,6030.7,0
CASH_OUT,843.72,2884.75,3311.12,0
CASH_IN,3832.72,2602.08,4533.62,0
CASH_IN,2102.19,4625.65,7168.95,0
CASH_IN,2779.85,2255.6,5834.6,0
TRANSFER,871.03,5532.12,750.82,0
CASH_IN,578.9,271.5,588.74,0
CASH_OUT,561.76,3644.32,6562.76,0
CASH_OUT,1272.42,8511.44,9557.22,0
OTHER,3699.16,3436.66,906.53,0
OTHER,1547.66,4414.17,6377.76,0
TRANSFER,2650.66,2545.95,8882.97,0
CASH_OUT,88.15,8096.41,8369.81,0
CASH_IN,3307.3,2446.56,7751.71,0
TRANSFER,3811.92,5206.85,9028.24,0
PAYMENT,3425.62,8191.15,8596.0,0
CASH_IN,2563.69,884.31,4203.91,0
CASH_OUT,3328.34,1889.04,4790.1,0
TRANSFER,1980.83,6758.31,6268.26,0
PAYMENT,1829.88,5399.31,4727.89,0
OTHER,1724.6,2554.16,9869.19,0
CASH_OUT,2286.35,5045.04,2948.83,0
CASH_OUT,243.49,7553.91,1214.93,0
CASH_OUT,3422.0,3844.57,6004.39,0
CASH_IN,3346.3,3390.46,8574.42,0
CASH_IN,2567.64,9936.24,5846.14,0
CASH_IN,2443.78,1455.14,3868.07,1
CASH_OUT,2728.14,4126.06,1941.81,0
CASH_OUT,671.81,6636.12,2647.04,0
CASH_OUT,1369.43,4311.51,427.84,0
CASH_IN,3942.94,5578.13,3967.75,0
TRANSFER,4676.76,2542.0,2901.44,1
TRANSFER,4627.13,243.76,6027.36,1
CASH_IN,41.33,8307.69,7111.55,0
CASH_OUT,3194.75,8625.79,8330.84,0
TRANSFER,2954.01,9679.85,5767.6,1
CASH_IN,2044.0,7335.37,6200.85,0
TRANSFER,161.48,3349.07,8566.53,0
OTHER,426.16,1001.6,5762.79,0
CASH_IN,2862.35,3219.68,9270.62,0
TRANSFER,4473.82,2684.1,4278.49,0
PAYMENT,1931.6,1164.13,2236.73,0
OTHER,1157.25,8313.07,2426.76,1
CASH_IN,359.38,1868.18,3023.5,0
PAYMENT,4164.3,7426.41,304.69,0
OTHER,4948.28,842.14,9635.32,0
CASH_IN,1625.43,9778.9,1705.71,0
CASH_OUT,174.6,6801.89,719.85,0
PAYMENT,2132.35,9634.35,5942.12,0
TRANSFER,1835.06,3123.95,1569.54,0
OTHER,2871.2,6199.65,4266.42,0
CASH_IN,2714.41,8996.34,6285.16,0
OTHER,670.5,9079.83,3721.33,0
CASH_OUT,3369.84,5886.11,1787.54,1
TRANSFER,101.54,6531.98,8510.2,0
CASH_OUT,1112.79,9120.34,6756.15,1
CASH_IN,4008.25,5300.36,9389.46,0
CASH_OUT,3654.0,7592.59,4134.19,0
TRANSFER,3970.14,3337.11,5650.47,0
CASH_OUT,2762.52,4028.9,2299.85,0
TRANSFER,756.68,5559.82,9755.2,0
CASH_IN,2917.78,8041.18,7483.23,0
CASH_IN,4228.48,1630.38,5283.34,0
CASH_OUT,2758.58,1600.6,3357.11,0
CASH_OUT,2802.75,8519.26,2016.18,0
OTHER,103.32,6707.12,6968.18,1
TRANSFER,2543.81,9870.28,4122.94,0
CASH_IN,4855.24,181.47,6666.85,0
TRANSFER,2786.03,3849.28,2516.36,0
PAYMENT,1979.64,5424.03,5666.39,0
TRANSFER,3614.98,133.36,4175.58,0
CASH_OUT,1698.83,5418.35,568.0,0
CASH_IN,3448.22,3627.61,1301.53,0
OTHER,693.65,3890.91,7529.08,0
CASH_OUT,4630.93,8484.34,1245.25,0
CASH_IN,4035.62,1351.85,8906.92,0
CASH_OUT,2848.77,8558.61,1564.86,0
CASH_IN,999.07,5694.87,4301.32,1
OTHER,3045.5,6046.51,4612.38,0
CASH_OUT,3983.81,985.79,2028.02,0
OTHER,1009.33,8834.27,140.59,0
PAYMENT,758.6,6795.11,7114.68,0
TRANSFER,3710.43,8919.75,5220.64,0
TRANSFER,2011.46,6197.55,2142.78,0
CASH_OUT,476.94,5646.36,2432.88,0
CASH_OUT,3072.96,9328.07,5469.0,0
PAYMENT,3884.83,5505.91,5970.89,0
TRANSFER,4421.19,3464.5,1674.33,0
PAYMENT,4648.18,8843.63,3718.96,0
CASH_IN,2024.4,7768.82,2698.25,0
TRANSFER,1828.26,9769.22,451.82,0
OTHER,3809.38,8911.22,5953.01,0
CASH_OUT,399.53,1852.55,6279.93,0
PAYMENT,3123.79,1522.22,3125.57,0
CASH_IN,1665.16,3681.32,8128.67,0
CASH_IN,4922.53,105.72,2111.7,0
OTHER,1494.5,934.99,64.71,0
CASH_OUT,2910.61,4850.44,1127.61,0
PAYMENT,2452.82,6023.02,1594.79,0
CASH_OUT,1323.24,7572.41,733.73,0
TRANSFER,1982.29,1516.44,6117.21,0
CASH_IN,1765.31,1280.75,6428.82,0
OTHER,1262.38,9032.12,9516.43,0
PAYMENT,1172.22,786.21,310.73,0
CASH_OUT,463.65,9750.52,1839.85,0
PAYMENT,1542.35,2140.59,760.24,1
OTHER,815.2,2102.69,3808.04,1
PAYMENT,854.16,5784.95,2452.66,1
CASH_IN,1420.76,8715.51,3045.54,0
PAYMENT,1907.45,7883.01,6060.47,0
CASH_IN,3469.48,598.94,1155.28,0
CASH_OUT,1988.11,4409.36,2947.51,0
CASH_IN,3545.98,6471.34,3885.03,0
TRANSFER,3467.43,4265.78,5644.2,0
OTHER,4519.21,8778.91,4758.6,0
CASH_IN,98.2,8386.32,6957.83,0
CASH_OUT,3925.93,5438.17,4715.2,0
CASH_OUT,2685.74,414.93,2360.05,0
PAYMENT,4956.39,3623.93,2395.21,0
TRANSFER,1719.7,8733.46,9334.33,0
OTHER,661.58,9536.96,2631.88,0
OTHER,3254.08,926.77,3850.42,0
CASH_OUT,4579.73,6171.65,9713.54,0
TRANSFER,2043.08,9372.07,7074.76,0
CASH_OUT,3318.45,7800.85,8906.39,0
CASH_OUT,2339.82,7049.46,4116.13,0
PAYMENT,3450.03,594.68,8660.61,0
PAYMENT,4409.9,3868.99,2623.18,0
OTHER,1013.1,9393.95,5769.83,1
CASH_IN,692.71,9331.36,6323.95,0
PAYMENT,488.34,800.41,2891.58,0
CASH_OUT,2796.98,1230.21,2486.65,0
TRANSFER,227.74,9726.24,6437.08,0
CASH_OUT,135.73,7839.04,8275.59,0
OTHER,105.01,3486.55,423.86,0
TRANSFER,2648.8,8879.09,417.67,0
PAYMENT,4533.18,7126.65,9882.45,0
PAYMENT,2947.63,3617.17,982.66,0
OTHER,386.34,8910.4,552.13,0
TRANSFER,3268.65,6615.06,2233.62,0
CASH_IN,2715.69,7134.7,7417.99,0
PAYMENT,3200.37,3159.0,2332.59,0
CASH_IN,1113.5,7853.43,6829.34,0
OTHER,4790.5,3694.01,588.68,0
CASH_OUT,3250.35,6391.88,7908.81,0
CASH_OUT,4954.05,1083.27,2641.1,0
CASH_IN,3135.75,8750.69,9370.12,0
PAYMENT,262.05,5149.45,345.26,0
OTHER,2090.59,1470.0,7803.08,0
TRANSFER,2827.74,4055.5,7899.77,0
CASH_IN,584.94,2577.19,9106.5,0
CASH_IN,4444.54,3511.81,9591.87,1
TRANSFER,746.21,4122.43,402.0,1
CASH_OUT,839.1,6644.45,9998.77,0
PAYMENT,4647.82,8000.9,1896.63,0
OTHER,1746.28,6367.15,8409.16,0
PAYMENT,467.71,7881.07,3094.1,0
TRANSFER,3372.92,5264.45,9884.39,0
CASH_IN,4621.18,1131.83,2899.93,0
PAYMENT,4676.89,5653.0,2875.99,0
CASH_IN,1641.85,2171.96,6952.46,0
TRANSFER,1250.69,7874.85,9024.64,0
CASH_OUT,2528.61,7460.32,9812.91,0
TRANSFER,2449.68,6732.17,5717.31,0
CASH_OUT,3000.03,1302.24,524.91,0
OTHER,2154.43,3642.8,3471.9,0
OTHER,4127.23,6431.36,5427.45,0
CASH_IN,1722.55,1209.22,2988.03,0
TRANSFER,3564.63,608.98,8756.43,0
CASH_IN,4703.52,4619.39,9494.4,0
TRANSFER,114.94,2193.63,6816.72,0
CASH_IN,2771.09,888.89,5404.0,0
CASH_IN,374.4,1956.88,4156.1,0
TRANSFER,1574.31,763.67,1067.89,0
CASH_OUT,3330.87,8295.88,5453.41,0
PAYMENT,1161.35,3705.18,7627.04,0
PAYMENT,2714.84,7614.45,2672.04,0
OTHER,3628.87,5710.56,1405.45,0
CASH_IN,3779.68,6136.01,1622.29,0
TRANSFER,1590.86,1713.92,5992.0,0
TRANSFER,4301.81,5539.9,9260.5,0
PAYMENT,4418.66,5035.49,3457.53,0
TRANSFER,3334.54,1864.65,3872.94,0
TRANSFER,3396.13,6384.87,3314.4,0
TRANSFER,2658.47,9276.39,3542.41,0
TRANSFER,4051.67,2628.64,4352.44,0
CASH_IN,1130.33,5040.38,2773.09,0
CASH_OUT,1518.55,5337.01,1008.09,0
CASH_OUT,1678.01,2987.16,397.34,0
CASH_OUT,3225.28,7860.25,6555.98,0
CASH_IN,3446.8,876.42,5475.14,0
TRANSFER,3870.55,2009.21,108.14,1
TRANSFER,2526.05,1904.91,5808.89,0
OTHER,411.24,4569.39,2902.0,0
CASH_OUT,73.25,7111.85,764.24,0
CASH_OUT,3086.76,3646.08,4104.98,0
CASH_IN,2861.83,1690.17,2471.23,0
CASH_OUT,2693.57,3767.48,9630.57,0
PAYMENT,440.08,9509.85,2870.63,0
OTHER,1914.03,1927.62,7312.76,0
CASH_OUT,3652.49,8260.71,7761.38,0
TRANSFER,4862.92,1982.39,8438.8,0
CASH_OUT,986.74,8964.46,2586.79,0
OTHER,39.22,996.36,1899.09,0
PAYMENT,2509.0,4977.55,1099.18,0
TRANSFER,52.68,2006.17,8092.18,0
CASH_OUT,4646.47,2919.65,5494.72,0
TRANSFER,4488.1,9505.47,3925.77,1
CASH_OUT,2414.81,2696.12,2229.66,0
PAYMENT,1309.14,9207.69,740.9,0
CASH_OUT,4457.17,8588.82,5094.78,0
PAYMENT,3358.11,3282.47,2959.59,0
CASH_IN,325.84,2966.48,1526.63,0
CASH_OUT,3526.1,5855.0,8549.82,1
TRANSFER,3662.61,4714.72,99.31,1
PAYMENT,2151.01,4179.69,5045.21,0
TRANSFER,4915.14,8558.31,1909.26,0
TRANSFER,4410.42,9923.52,7514.63,0
CASH_IN,1729.71,2052.79,8738.12,0
TRANSFER,4761.21,2401.76,9628.58,0
CASH_OUT,1344.47,8005.35,6783.39,0
PAYMENT,1840.35,7948.81,5895.13,0
PAYMENT,2996.62,2995.53,1963.4,0
PAYMENT,2514.31,9390.3,3221.69,0
CASH_IN,739.77,7159.76,2755.1,0
TRANSFER,725.65,5354.47,8203.48,0
CASH_IN,2374.3,250.32,8013.02,0
PAYMENT,1659.02,7749.88,7782.45,0
CASH_IN,4707.98,6442.25,6762.57,0
CASH_OUT,1195.77,1034.28,9678.53,1
TRANSFER,1798.79,4959.03,8517.98,0
CASH_OUT,421.32,7828.75,7662.97,0
CASH_IN,86.22,2833.01,5437.16,0
CASH_OUT,2407.72,3528.83,6251.76,1
TRANSFER,4801.35,7604.19,2016.67,0
CASH_IN,85.32,2782.79,5343.68,0
CASH_IN,1547.6,3638.54,153.38,0
OTHER,4014.08,9724.81,4158.34,0
OTHER,986.74,7548.9,8901.94,0
PAYMENT,4492.06,4313.86,721.4,0
CASH_OUT,520.28,9812.43,3090.04,1
TRANSFER,1970.54,8831.83,7924.54,0
OTHER,4367.46,1774.03,7525.67,0
OTHER,3427.45,4677.13,7612.28,0
OTHER,2736.19,3001.33,7970.61,0
OTHER,2378.11,2159.18,8395.88,0
OTHER,4222.23,4739.19,472.92,0
PAYMENT,1619.12,6528.34,5984.36,0
CASH_OUT,2377.69,7740.57,7916.03,1
CASH_IN,2273.43,6569.76,1622.69,0
TRANSFER,1230.6,7935.46,1863.79,0
OTHER,2932.63,3122.16,8815.28,0
CASH_OUT,3992.44,3340.76,2677.4,0
PAYMENT,1775.49,6654.54,6489.79,0
TRANSFER,4473.08,6534.38,9219.81,0
OTHER,3117.83,1449.1,9772.21,0
PAYMENT,2171.45,716.07,3004.63,0
CASH_OUT,4646.88,9204.83,8720.92,0
CASH_OUT,211.91,695.14,1869.56,0
CASH_IN,502.47,2730.46,332.13,0
PAYMENT,1178.69,7374.02,6331.47,0
TRANSFER,1642.8,5790.59,1944.57,0
CASH_IN,3043.07,2514.1,4525.9,1
TRANSFER,3030.04,6356.57,9624.74,0
PAYMENT,4472.36,986.12,9942.42,0
TRANSFER,2682.91,7717.02,6527.58,0
CASH_OUT,3488.72,2771.37,5908.29,0
TRANSFER,4490.79,7415.51,4879.97,0
CASH_OUT,4846.17,1237.68,9954.64,1
CASH_IN,465.52,2960.2,6855.44,0
OTHER,2315.55,1083.5,4854.14,0
OTHER,4651.41,8221.44,8594.77,0
TRANSFER,1714.17,7011.06,8207.5,1
TRANSFER,4685.06,4946.81,2185.62,0
CASH_OUT,4871.08,9868.81,4294.16,0
CASH_IN,3675.62,3487.53,3857.44,0
TRANSFER,1039.19,5984.41,8831.69,0
CASH_OUT,3926.1,8391.48,9607.31,0
CASH_IN,1971.05,3173.25,6133.63,0
CASH_OUT,83.86,4849.02,9426.77,0
CASH_OUT,542.94,9419.2,8016.19,0
TRANSFER,4326.92,197.05,6424.8,1
CASH_OUT,3079.72,337.95,7035.7,0
CASH_IN,4608.67,449.95,8366.16,0
PAYMENT,3632.67,897.59,4817.54,0
OTHER,3317.33,5922.98,7123.13,0
CASH_OUT,3443.56,9445.38,4838.38,0
TRANSFER,4446.62,350.22,9762.16,1
PAYMENT,564.64,175.45,746.75,0
PAYMENT,4837.29,3835.77,2597.93,0
CASH_IN,3412.89,6428.45,800.06,0
CASH_IN,2494.6,3439.76,9234.87,0
PAYMENT,4930.16,6608.35,6178.26,0
PAYMENT,1386.55,5003.81,7393.46,0
CASH_IN,228.79,2060.33,5846.26,1
PAYMENT,1963.39,6589.18,141.04,0
CASH_IN,2665.09,3770.77,620.01,0
CASH_IN,569.69,4978.86,3848.19,0
CASH_OUT,2252.11,2624.05,3775.16,1
CASH_OUT,3826.32,3012.75,826.74,0
OTHER,295.08,9609.97,5079.11,0
CASH_IN,309.33,6827.88,2554.77,0
CASH_IN,1008.96,9647.03,3818.87,0
TRANSFER,751.81,988.7,2087.01,0
CASH_OUT,1939.87,977.52,363.9,1
OTHER,1532.43,3997.59,1778.94,1
PAYMENT,489.0,2797.09,8721.82,0
CASH_OUT,2572.05,2593.98,1402.41,0
OTHER,48.07,9865.91,4010.21,0
OTHER,683.2,730.23,2259.12,1
TRANSFER,1968.36,3601.21,3344.29,0
OTHER,3327.56,6093.17,2830.93,0
CASH_IN,4523.5,137.02,7869.94,1
CASH_OUT,3705.29,7914.24,6949.43,1
TRANSFER,4214.91,7755.85,4552.19,1
CASH_IN,274.72,9261.07,7592.63,0
CASH_OUT,2606.31,7263.9,8183.91,0
PAYMENT,3237.02,6975.35,8758.47,0
CASH_OUT,4843.18,7362.79,3747.16,0
CASH_OUT,1329.17,7239.2,3980.52,0
PAYMENT,4156.89,2400.69,4777.93,0
PAYMENT,2955.01,7905.73,6094.8,0
OTHER,1718.29,7085.54,4733.19,0
CASH_OUT,3558.19,9511.02,3373.94,0
CASH_OUT,4361.14,4309.6,7956.41,0
TRANSFER,4691.0,6436.75,9532.45,0
CASH_IN,4121.78,2198.9,3070.23,0
PAYMENT,1085.78,4104.52,1519.5,1
OTHER,3082.24,9663.58,9190.36,0
TRANSFER,1191.57,1197.08,6224.82,0
TRANSFER,2630.24,4611.38,2701.27,0
TRANSFER,4733.9,6217.07,9204.14,0
CASH_OUT,2570.2,1773.36,5203.06,0
CASH_IN,287.64,8566.41,6913.94,0
PAYMENT,4913.43,8559.55,3687.08,0
OTHER,1795.75,3295.46,9170.06,0
CASH_IN,3562.69,6146.72,6712.28,0
CASH_OUT,3400.43,9532.25,2176.72,0
TRANSFER,737.19,5834.84,7198.22,0
PAYMENT,910.62,2397.83,1623.58,0
OTHER,1463.07,3385.75,4290.16,0
CASH_IN,316.18,876.35,9733.26,1
OTHER,472.81,4070.48,1370.37,0
TRANSFER,3616.63,208.63,2537.37,0
CASH_OUT,3133.32,706.71,884.76,0
OTHER,4339.47,9358.57,8013.19,0
OTHER,3356.32,7974.14,1293.21,0
TRANSFER,569.1,6653.28,5275.14,0
CASH_IN,4172.31,6101.14,5627.19,0
CASH_IN,3737.79,1304.4,8912.36,0
TRANSFER,343.83,7829.56,6897.29,1
CASH_IN,4885.0,1314.9,3531.41,0
CASH_IN,2497.48,5549.82,7628.3,0
OTHER,4644.41,3125.51,6861.87,0
TRANSFER,2490.53,2366.17,9584.53,0
CASH_OUT,4311.94,4892.65,4289.52,0
OTHER,4447.65,1155.98,1675.9,1
PAYMENT,3260.37,9742.33,2722.25,0
CASH_IN,2259.03,8121.04,2064.45,0
TRANSFER,3929.35,804.58,5697.36,0
CASH_OUT,4182.29,9402.58,4231.62,1
OTHER,335.52,6361.8,4982.06,0
OTHER,2352.9,9186.97,1995.9,0
TRANSFER,141.56,6502.88,7340.21,0
PAYMENT,2147.54,8403.63,9249.75,0
CASH_OUT,2205.12,2718.82,9837.58,0
TRANSFER,2723.83,3583.94,2407.6,0
CASH_IN,4602.37,8878.97,3662.33,0
TRANSFER,336.0,935.72,7133.5,1
CASH_IN,3312.37,1169.13,4947.83,0
CASH_IN,2153.85,6757.89,9701.46,0
PAYMENT,3484.92,485.89,5201.38,0
CASH_OUT,1911.83,8806.1,6516.9,0
CASH_IN,3059.61,9.04,2611.11,0
PAYMENT,1808.05,7260.48,2840.74,0
OTHER,4602.19,1636.25,486.9,0
CASH_IN,2543.05,1863.98,9917.16,0
PAYMENT,4058.18,5271.22,9896.09,0
PAYMENT,265.74,6960.41,8192.08,0
PAYMENT,4905.78,8326.44,9318.78,0
PAYMENT,2528.88,9415.48,5815.29,0
TRANSFER,169.47,7276.98,7052.82,0
CASH_IN,4954.93,1314.99,8114.7,0
PAYMENT,3290.27,5584.6,4491.26,0
PAYMENT,2329.96,3007.52,2837.93,0
CASH_OUT,971.94,7729.59,3630.93,0
TRANSFER,722.48,9099.26,3245.68,0
OTHER,1680.57,1580.8,6005.88,0
CASH_IN,845.03,9888.11,4405.94,0
OTHER,1828.14,7837.2,5916.31,0
OTHER,3183.13,4381.59,9153.69,1
TRANSFER,2263.03,2463.57,2200.6,0
PAYMENT,2306.76,9499.43,3594.08,0
CASH_IN,4932.58,3114.47,9048.76,0
OTHER,3191.68,4874.53,2040.72,0
OTHER,232.1,8538.33,5138.17,0
CASH_IN,238.7,321.73,5431.17,0
OTHER,2371.14,1794.61,8923.81,0
OTHER,3094.44,2727.96,4658.49,1
OTHER,930.03,2914.52,7074.98,0
OTHER,1255.48,5152.02,5323.11,0
PAYMENT,4244.72,2133.4,2565.79,0
PAYMENT,4233.3,687.27,8380.6,0
OTHER,4722.18,4386.71,1860.8,0
TRANSFER,4032.44,9054.73,9305.08,0
OTHER,1797.83,4770.36,8259.72,0
OTHER,525.64,56.19,2795.82,0
OTHER,1439.91,6813.66,2434.85,1
OTHER,2378.56,9764.1,4389.24,0
OTHER,983.7,2565.22,5662.88,0
OTHER,337.29,6784.38,6819.91,0
OTHER,18.68,1873.28,4546.55,0
PAYMENT,3552.17,1033.5,6196.13,0
